sym,entry,exit,qty,entry_px,exit_px,pnl,ret_pct,R,rate,mfe_pct,mae_pct,mfe_R,mae_R,hold
GLAPH,2026-07-14,2026-07-22,8.0,2505.6342624999997,2394.529455,-888.838459999999,-4.434198923714627,-0.6334569891020893,0.07,0.9484918791096142,-2.655386043197505,0.135498839872802,-0.37934086331392924,8
TEJNET,2026-06-17,2026-07-22,10.0,604.214316,527.3155615384616,-768.9875446153849,-12.727065947497096,-1.8181522782138704,0.07,4.656573545999865,-13.84679471911091,0.6652247922856949,-1.9781135313015585,35
TEJNET,2026-06-18,2026-07-22,30.0,616.1881599999999,527.3155615384616,-2666.1779538461506,-14.422964320109354,-2.060423474301337,0.07,2.622874155842281,-15.52093438471781,0.3746963079774686,-2.2172763406739726,34
TEJNET,2026-06-25,2026-07-22,25.0,627.009836,527.3155615384616,-2492.3568615384597,-15.8999538344624,-2.271421976351771,0.07,-0.6793890231731492,-16.978973835428,-0.09705557473902131,-2.4255676907754284,27
GMRINF,2026-06-24,2026-07-23,20.0,109.09921159999999,107.4973058,-32.03811599999966,-1.468301902925928,-0.20975741470370377,0.07,5.390312463082925,-1.584990005555631,0.7700446375832749,-0.2264271436508044,29
GMRINF,2026-06-29,2026-07-23,150.0,111.51673466666666,107.4973058,-602.9143299999987,-3.6043279770350933,-0.5149039967192989,0.07,3.105601454064577,-3.7184864487483593,0.4436573505806538,-0.5312123498211941,24
GMRINF,2026-06-30,2026-07-23,150.0,111.32565533333334,107.4973058,-574.2524300000007,-3.438874464174879,-0.491267780596411,0.07,3.2825718885056254,-3.553228877466963,0.4689388412150893,-0.5076041253524233,23
GMRINF,2026-06-30,2026-07-23,100.0,113.049177,107.4973058,-555.1871199999994,-4.9110231028041795,-0.7015747289720261,0.07,1.7079496297438768,-5.023634095098273,0.24399280424912523,-0.7176620135854674,23
GMRINF,2026-07-15,2026-07-23,80.0,114.35587375,107.4973058,-548.6854359999995,-5.9975650791614825,-0.8567950113087833,0.07,-2.11259262054303,-6.108889312736321,-0.30179894579186145,-0.8726984732480457,8
ADAPOR,2026-07-16,2026-07-23,20.0,1846.312915,1796.6454399999998,-993.3495000000039,-2.6900897781999333,-0.38429853974284733,0.07,0.010132897759640436,-3.6728830984752103,0.0014475568228057762,-0.5246975854964585,7
ADAENT,2026-07-20,2026-07-23,10.0,3187.20383,3074.2603599999998,-1129.4347000000016,-3.543653811435088,-0.5062362587764414,0.07,-0.12248447881665347,-5.5598524428228995,-0.017497782688093353,-0.7942646346889856,3
ASTDM,2026-07-13,2026-07-23,30.0,815.80581,788.62762,-815.3456999999992,-3.331453351625424,-0.4759219073750612,0.07,1.077975897229777,-3.8619251804544064,0.153996556747111,-0.5517035972077723,10
ASTDM,2026-07-15,2026-07-23,20.0,826.8116550000001,788.82745,-759.6841000000018,-4.594057760349313,-0.6562939657641874,0.07,-0.26749199610642815,-5.141637124116272,-0.0382131423009183,-0.7345195891594674,8
DELLIM,2026-07-01,2026-07-23,50.0,507.068842,468.126132,-1947.1355000000017,-7.679965080560014,-1.0971378686514306,0.07,2.609341553666189,-8.207730105412402,0.37276307909516987,-1.1725328722017716,22
STOKRA,2026-07-20,2026-07-23,30.0,783.1237733333332,740.76714,-1270.6989999999962,-5.408676734846651,-0.7726681049780927,0.07,-0.6861971908297515,-4.791550788148702,-0.09802817011853592,-0.6845072554498144,3
RAYREA,2026-07-03,2026-07-23,20.0,654.8660500000001,650.086552,-95.58996000000207,-0.7298436069483327,-0.10426337242119103,0.07,10.366081735341126,-1.6745485584418573,1.4808688193344464,-0.239221222634551,20
RAYREA,2026-07-06,2026-07-23,5.0,712.3812066666667,650.086552,-311.4732733333335,-8.744567386631697,-1.249223912375957,0.07,1.4555119136073769,-9.613000178247265,0.20793027337248238,-1.373285739749609,17
LTFINA,2026-07-16,2026-07-23,100.0,313.329613,303.283768,-1004.5844999999986,-3.2061588127005325,-0.458022687528648,0.07,-1.046697427861687,-2.642461055859402,-0.14952820398024097,-0.37749443655134307,7
ADAPOW,2026-07-16,2026-07-23,100.0,220.72348300000002,211.60497999999998,-911.8503000000032,-4.13118843362944,-0.5901697762327763,0.07,-0.1601474366005773,-3.848019650904122,-0.022878205228653893,-0.549717092986303,7
CCLPRO,2026-07-10,2026-07-23,15.0,1211.2269800000001,1185.4863533333335,-386.1094000000003,-2.1251695257536896,-0.30359564653624066,0.07,1.5251493159440521,-2.1405550262759365,0.21787847370629312,-0.3057935751822766,13
KNOMAR,2026-06-22,2026-07-23,6.0,2215.2509166666664,2360.6883333333335,872.6245000000026,6.565279606587859,0.9378970866554073,0.07,10.67820722039352,-1.1804945647428622,1.5254581743419313,-0.1686420806775517,31
KNOMAR,2026-06-22,2026-07-23,6.0,2215.2509166666664,2365.2865500000003,900.2138000000032,6.772850524720497,0.9675500749600704,0.07,10.67820722039352,-1.1804945647428622,1.5254581743419313,-0.1686420806775517,31
IOLCHE,2026-07-14,2026-07-23,75.0,176.933336,148.6824773333333,-2118.8144000000016,-15.966950776685007,-2.2809929680978573,0.07,-1.782217004035913,-16.923512932577044,-0.25460242914798753,-2.4176447046538634,9
ARVLIM,2026-06-19,2026-07-23,25.0,520.04512,512.792514,-181.31515000000036,-1.3946109137607188,-0.1992301305372452,0.07,12.894050423932457,-2.210408204580405,1.8420072034189223,-0.3157726006543436,34
ARVLIM,2026-06-23,2026-07-23,25.0,521.92854,512.792514,-228.40065000000038,-1.7504361804012492,-0.250062311485893,0.07,12.486663404151077,-1.6244637627978675,1.7838090577358676,-0.23206625182826676,30
RASPER,2026-07-23,2026-07-23,35.0,762.9144657142857,760.4681685714286,-85.62039999999968,-0.32065156092784264,-0.045807365846834015,0.07,-0.17884910767922424,-0.17884910767922424,-0.02554987252560346,-0.02554987252560346,0
SKMEGG,2026-07-23,2026-07-23,75.0,327.9491946666667,322.37990933333333,-417.69640000000265,-1.6982158895051058,-0.24260226992930095,0.07,-1.81405984933537,-1.81405984933537,-0.25915140704790995,-0.25915140704790995,0
BHAFOR,2026-07-10,2026-07-24,10.0,2142.40478,2145.90485,35.000700000000506,0.16337108807236156,0.02333872686747867,0.07,3.108433131856625,-1.9606369623577757,0.4440618759795178,-0.2800909946225394,14
VATWAB,2026-07-22,2026-07-24,15.0,2098.2350466666667,2024.7197,-1102.7301999999986,-3.5036754716043728,-0.5005250673720533,0.07,-1.212211506383598,-2.7182391580616527,-0.173173072340514,-0.3883198797230932,2
BHAFOR,2026-07-17,2026-07-24,15.0,2142.0411,2127.1211066666665,-223.79990000000134,-0.6965316087227946,-0.09950451553182764,0.07,3.1259390867897086,0.4462519416644328,0.44656272668424407,0.06375027738063326,7
GENOVE,2026-07-16,2026-07-24,100.0,322.147293,307.176544,-1497.0749000000012,-4.647175166547191,-0.6638821666495984,0.07,1.7081338628538445,-2.9015587599551806,0.24401912326483488,-0.41450839427931147,8
BHEL,2026-07-15,2026-07-24,40.0,413.0298175,403.89793249999997,-365.27540000000045,-2.2109505447509226,-0.31585007782156105,0.07,5.416118050605401,-0.8304043327331811,0.7737311500864859,-0.11862919039045444,9
BHEL,2026-07-16,2026-07-24,50.0,430.03382,403.99537799999996,-1301.9221000000016,-6.054975397051332,-0.8649964852930481,0.07,1.2478506923013555,-4.751677437835,0.17826438461447933,-0.6788110625478571,8
RAYREA,2026-07-06,2026-07-24,10.0,712.3812066666667,629.024824,-833.5638266666672,-11.701092320599404,-1.6715846172284863,0.07,1.4555119136073769,-9.613000178247265,0.20793027337248238,-1.373285739749609,18
RAYREA,2026-07-08,2026-07-24,15.0,676.4590039999999,629.024824,-711.5126999999995,-7.012129296751879,-1.00173275667884,0.07,6.84313398539671,-4.8131525794577135,0.9775905693423871,-0.6875932256368161,16
RAYREA,2026-07-08,2026-07-24,10.0,676.4590039999999,629.32468,-471.3432399999999,-6.96780199853767,-0.995400285505381,0.07,6.84313398539671,-4.8131525794577135,0.9775905693423871,-0.6875932256368161,16
RAYREA,2026-07-09,2026-07-24,20.0,687.4309480000001,629.32468,-1162.1253600000023,-8.452669780005328,-1.2075242542864748,0.07,5.137832694724698,-6.332410277228318,0.7339760992463853,-0.9046300396040453,15
RAYREA,2026-07-09,2026-07-24,5.0,687.4309480000001,630.723568,-283.5369000000003,-8.249174722927965,-1.1784535318468514,0.07,5.137832694724698,-6.332410277228318,0.7339760992463853,-0.9046300396040453,15
RAYREA,2026-07-13,2026-07-24,20.0,718.744235,630.723568,-1760.41334,-12.246451896758515,-1.7494931281083597,0.07,0.557328296344517,-10.413194479396415,0.0796183280492167,-1.4875992113423449,11
BHEL,2026-07-24,2026-07-24,100.0,412.56187700000004,417.34405599999997,478.2178999999928,1.1591422442553734,0.16559174917934025,0.07,1.1484636036790175,1.1484636036790175,0.1640662290970025,0.1640662290970025,0
SEINVE,2026-07-16,2026-07-28,200.0,74.10894449999999,69.829736,-855.8416999999992,-5.774213259777294,-0.8248876085396135,0.07,-0.4438661246888964,-5.315073000398751,-0.06340944638412806,-0.7592961429141073,12
SKMEGG,2026-07-24,2026-07-28,75.0,333.02053466666666,271.09805600000004,-4644.185899999997,-18.59419231569226,-2.6563131879560373,0.07,-2.483490897924645,-18.77377763784024,-0.354784413989235,-2.6819682339771767,4
ZYDWEL,2026-06-22,2026-07-28,10.0,530.119535,547.47761,173.58074999999985,3.2743699965706696,0.46776714236723943,0.07,13.653612104673707,-2.267325425010047,1.9505160149533867,-0.32390363214429246,36
ZYDWEL,2026-06-29,2026-07-28,20.0,563.03148,547.47761,-311.0773999999992,-2.762522266072931,-0.39464603801041864,0.07,7.010002353687228,-2.412206152309626,1.001428907669604,-0.34460087890137514,29
CADHEA,2026-06-29,2026-07-28,20.0,1117.34535,1096.95216,-407.8638000000001,-1.8251465404138467,-0.26073522005912114,0.07,3.7280013739708906,-1.623969706411721,0.5325716248529844,-0.2319956723445315,29
CADHEA,2026-07-14,2026-07-28,20.0,1152.41546,1096.95216,-1109.2659999999978,-4.812786874622443,-0.6875409820889209,0.07,0.38914264478890903,-4.617732219593784,0.05559180639841557,-0.6596760313705405,14
SELEXP,2026-06-05,2026-07-29,30.0,888.5854466666666,806.4943866666667,-2462.731799999996,-9.238397985016123,-1.319771140716589,0.07,1.2114257974530585,-15.0278678508179,0.17306082820757976,-2.146838264402557,54
CUMIND,2026-07-23,2026-07-29,8.0,5653.3576125,5386.445175,-2135.299500000001,-4.721308217082121,-0.6744726024403029,0.07,-0.42200784268889846,-4.782248550882729,-0.06028683466984263,-0.6831783644118182,6
SENPHA,2026-07-03,2026-07-29,25.0,1370.2353520000001,1310.5531799999999,-1492.0543000000066,-4.355614669617736,-0.6222306670882484,0.07,8.076324102897603,-3.7902504795395364,1.153760586128229,-0.5414643542199337,26
ATHENE,2026-06-29,2026-07-29,10.0,1016.3421549999999,1245.3405,2289.9834500000006,22.531619285239636,3.2188027550342335,0.07,27.584986376954923,6.63239684277388,3.9407123395649886,0.9474852632534114,30
GMRINF,2026-07-24,2026-07-30,200.0,106.874781,105.16371,-342.2142000000008,-1.601005385919807,-0.2287150551314017,0.07,1.052838648623755,-2.7740697779769063,0.150405521231965,-0.3962956825681294,6
BHEL,2026-07-29,2026-07-31,75.0,406.91762374999996,406.5992386666666,-23.87888125000046,-0.07824312950597268,-0.011177589929424681,0.07,0.020243962215471534,-0.962755978445129,0.002891994602210219,-0.13753656834930414,2
ONTECH,2026-07-06,2026-08-03,60.0,326.4915066666666,307.97472166666665,-1111.0070999999982,-5.671444623184263,-0.8102063747406096,0.07,5.959877343210529,-7.302335950505379,0.8514110490300755,-1.0431908500721967,28
ONTECH,2026-07-15,2026-08-03,60.0,328.6603983333333,308.5242,-1208.1718999999987,-6.126749202351666,-0.8752498860502381,0.07,5.26062822121065,-5.479941734588567,0.7515183173158071,-0.782848819226938,19
STOKRA,2026-07-31,2026-08-03,15.0,815.38513,752.5947666666667,-941.8554499999993,-7.7007000769480864,-1.1001000109925843,0.07,-4.5359093070534655,-7.454775389391754,-0.6479870438647808,-1.0649679127702507,3
ATHENE,2026-06-29,2026-08-04,10.0,1016.3421549999999,1364.8958833333334,3485.537283333334,34.294919936026226,4.899274276575174,0.07,42.70784625675594,6.63239684277388,6.101120893822277,0.9474852632534114,36
ATHENE,2026-07-08,2026-08-04,2.0,1175.16135,1364.8958833333334,379.46906666666655,16.145402785186324,2.306486112169475,0.07,23.42134975763115,0.8031790698358021,3.3459071082330207,0.11473986711940028,27
LLOST,2026-07-06,2026-08-04,100.0,86.4236845,90.81612,439.2435500000005,5.082444153373267,0.7260634504818947,0.07,7.285405078974616,-5.43101642467001,1.0407721541392307,-0.7758594892385727,29
LLOST,2026-07-06,2026-08-04,100.0,86.4236845,90.7236032,429.99187000000063,4.975393869026723,0.7107705527181046,0.07,7.285405078974616,-5.43101642467001,1.0407721541392307,-0.7758594892385727,29
LLOST,2026-07-20,2026-08-04,25.0,91.3636104,90.7236032,-16.000179999999986,-0.7005055921038728,-0.100072227443411,0.07,1.4846059542322987,-4.852709279536082,0.21208656489032837,-0.6932441827908689,15
ZYDWEL,2026-06-29,2026-08-04,10.0,563.03148,542.1877824999999,-208.43697500000076,-3.7020483295179263,-0.5288640470739898,0.07,7.010002353687228,-2.412206152309626,1.001428907669604,-0.34460087890137514,36
